Employee_ID,Department,Gender,Age,Education_Level,Years_at_Company,Job_Role,Monthly_Income,Training_Hours,Overtime,Work_Life_Balance,Job_Satisfaction,Performance_Score,Absenteeism_Days,Promotion_in_Last_5Years
335,Operations,Female,56,High School,6,Engineer,136827.02,87,Yes,2,2,3,7,0
336,Operations,Female,42,High School,28,Manager,31389.14,88,No,3,4,2,14,1
337,IT,Male,47,Master,24,Consultant,142190.62,43,No,1,3,5,15,0
338,Sales,Female,26,High School,1,Consultant,20098.23,89,No,1,3,4,2,0
339,Marketing,Male,41,Bachelor,21,Engineer,39691.67,21,Yes,4,1,1,15,0
340,Finance,Female,34,Bachelor,5,Analyst,37042.74,72,No,1,1,5,28,1
341,Marketing,Male,33,Bachelor,4,Consultant,25508.24,93,No,3,3,1,13,0
342,Sales,Female,39,Bachelor,4,Engineer,73460.99,26,No,3,1,5,13,0
343,Marketing,Male,54,PhD,16,Engineer,69004.92,57,No,3,2,4,1,0
344,Finance,Male,21,Master,15,Executive,49735.15,2,Yes,2,1,4,4,0
345,Sales,Male,54,Master,6,Manager,21501.47,6,No,4,2,1,4,0
346,Operations,Female,52,Master,7,Consultant,37563.76,52,No,2,4,2,10,0
347,Operations,Female,27,PhD,23,Executive,63105.45,79,No,1,3,4,13,0
348,Operations,Female,59,Bachelor,1,Executive,92425.85,90,No,2,3,4,16,0
349,Operations,Female,23,High School,20,Analyst,89342.4,40,No,2,4,5,11,1
350,Sales,Female,59,High School,10,Engineer,128331.57,30,Yes,2,3,3,5,0
351,Finance,Male,45,High School,29,Executive,107610.15,46,No,2,2,2,14,0
352,Finance,Male,34,High School,14,Executive,85175.47,75,No,2,2,2,8,0
353,Finance,Female,32,High School,29,Manager,81037.41,63,No,2,4,3,15,0
354,Operations,Female,24,Master,10,Manager,37905.86,93,No,3,4,5,6,0
355,Marketing,Female,47,PhD,28,Consultant,140463.21,35,No,4,4,1,7,0
356,Sales,Male,54,PhD,4,Manager,128772.22,44,Yes,1,3,5,12,1
357,HR,Male,52,PhD,26,Executive,44594.61,22,No,2,2,2,17,0
358,Finance,Female,34,Bachelor,15,Analyst,74359.43,67,Yes,2,2,5,28,0
359,Finance,Female,44,High School,25,Consultant,21107.6,44,No,1,4,1,11,0
360,IT,Female,28,PhD,13,Executive,133748.69,3,No,2,3,2,6,1
361,Operations,Female,40,PhD,29,Engineer,94613.28,0,Yes,1,2,2,1,0
362,Sales,Female,44,High School,4,Consultant,96855.83,29,Yes,3,1,3,5,0
363,Finance,Male,37,High School,15,Analyst,132019.69,69,Yes,3,1,3,20,0
364,HR,Male,51,Master,29,Analyst,79345.18,31,Yes,3,3,3,2,0
365,Marketing,Female,46,Bachelor,6,Executive,131833.4,29,Yes,1,1,5,2,0
366,Marketing,Male,29,PhD,19,Executive,28553.97,51,No,2,4,3,25,1
367,Marketing,Male,44,High School,20,Manager,58101.66,70,No,3,3,1,24,0
368,IT,Male,54,Bachelor,21,Manager,128763.8,56,No,1,2,1,13,0
369,Finance,Male,47,Bachelor,25,Executive,46633.65,70,No,4,2,2,11,0
370,Finance,Female,54,High School,14,Consultant,136180.22,12,Yes,4,1,4,18,0
371,HR,Female,45,PhD,3,Engineer,118043.71,7,No,2,3,5,5,0
372,Operations,Male,36,Bachelor,6,Analyst,128331.93,94,Yes,2,3,5,11,0
373,IT,Male,47,Bachelor,10,Engineer,91319.04,65,No,3,3,3,6,1
374,Finance,Male,25,Master,2,Consultant,133979.42,62,No,4,1,5,8,0
375,Finance,Female,28,Master,11,Executive,91711.49,64,No,1,1,4,9,0
376,Operations,Male,46,PhD,5,Consultant,60621.64,6,Yes,3,1,5,4,0
377,Sales,Male,47,Bachelor,27,Engineer,103973.05,59,No,1,2,4,20,0
378,Sales,Female,32,High School,22,Engineer,116524.44,85,No,4,2,5,7,0
379,Marketing,Female,57,PhD,23,Analyst,106854.2,2,No,3,3,1,11,1
380,Operations,Female,37,High School,18,Engineer,85399.63,70,No,3,4,2,12,0
381,Operations,Female,26,High School,14,Manager,131984.23,5,No,1,3,5,11,0
382,IT,Female,45,Bachelor,13,Analyst,130132.12,26,No,4,3,5,29,0
383,Marketing,Male,59,Bachelor,10,Analyst,96965.12,67,No,2,1,1,5,0
384,Marketing,Male,52,PhD,23,Analyst,66170.91,69,No,3,2,4,8,0
385,Sales,Female,25,High School,15,Engineer,40452.91,45,No,2,1,5,26,1
386,Marketing,Female,36,High School,2,Executive,27587.97,94,No,1,2,5,4,0
387,Operations,Male,38,Bachelor,25,Consultant,28722.84,77,No,1,2,3,6,0
388,Finance,Female,44,Bachelor,18,Manager,77759.93,90,Yes,2,4,1,0,0
389,Sales,Male,57,Master,15,Consultant,21146.48,9,No,4,2,2,24,0
390,Operations,Female,44,Bachelor,8,Manager,50314.51,75,No,1,1,5,23,0
391,Finance,Female,24,PhD,4,Engineer,107970.48,50,No,1,2,4,4,0
392,HR,Male,24,Master,11,Consultant,106957.62,28,No,1,2,2,18,0
393,Finance,Female,42,PhD,0,Engineer,90555.65,19,No,3,2,1,2,0
394,Sales,Male,56,High School,10,Consultant,85890.83,58,No,3,3,2,6,0
395,Sales,Female,27,High School,1,Consultant,129561.05,8,No,2,4,1,5,0
396,Finance,Female,35,Master,25,Consultant,26674.97,32,No,2,2,3,22,1
397,Operations,Male,46,Bachelor,3,Consultant,85459.62,12,No,4,4,5,10,0
398,Marketing,Male,55,Master,13,Engineer,122890.14,61,Yes,3,1,1,7,0
399,Marketing,Female,28,Bachelor,18,Consultant,88201.09,86,No,4,2,3,23,0
400,IT,Male,25,Master,11,Executive,81226.58,27,No,3,3,4,21,0
401,Marketing,Male,34,PhD,28,Executive,98071.83,71,No,4,4,5,11,1
402,Operations,Male,57,PhD,14,Engineer,51650.9,97,No,2,3,1,28,0
403,Sales,Male,30,Master,24,Engineer,113117.23,7,No,4,4,5,12,0
404,IT,Male,51,High School,0,Executive,54597.48,80,No,3,2,2,12,1
405,Marketing,Female,52,Master,16,Engineer,84211.38,73,No,4,4,2,28,0
406,HR,Male,26,Bachelor,15,Consultant,106208.77,62,No,4,2,2,12,0
407,Sales,Female,24,Bachelor,2,Engineer,69504.19,0,Yes,2,4,3,18,0
408,Marketing,Male,43,High School,24,Consultant,26661.32,98,No,1,2,2,28,0
409,HR,Female,50,Master,4,Manager,132731.37,5,No,3,3,3,8,0
410,Marketing,Female,25,Bachelor,13,Consultant,87951.23,53,No,4,4,2,29,0
411,IT,Male,29,Master,28,Engineer,57748.98,82,No,4,1,3,6,0
412,Operations,Female,21,PhD,17,Engineer,148858.96,82,Yes,1,4,5,25,0
413,IT,Male,24,PhD,3,Executive,45226.13,51,No,1,1,1,4,0
414,Sales,Female,57,PhD,0,Consultant,49515.46,21,No,1,1,4,15,0
415,Finance,Female,48,High School,14,Engineer,122352.05,46,No,2,1,5,26,1
416,Finance,Female,40,Bachelor,13,Consultant,54758.69,27,No,3,2,5,2,0
417,Operations,Male,28,Master,0,Consultant,99904.7,99,Yes,3,3,5,19,0
418,HR,Male,59,PhD,16,Executive,73817.06,2,Yes,2,1,4,19,0
419,Operations,Female,39,PhD,4,Analyst,90634.18,88,No,4,3,3,10,0
420,Operations,Male,23,Master,10,Consultant,75306.58,49,No,3,1,1,7,0
421,Marketing,Male,30,PhD,1,Consultant,70793.57,82,Yes,4,2,4,21,0
422,Sales,Male,21,Master,3,Analyst,46085.14,42,No,4,2,2,17,0
423,IT,Male,38,PhD,4,Manager,105545.27,79,No,3,4,3,14,1
424,HR,Female,24,Master,26,Analyst,104132.38,40,No,2,1,2,13,0
425,Finance,Male,57,Bachelor,18,Analyst,24467.01,75,No,1,4,3,7,1
426,Operations,Female,28,High School,2,Engineer,45760.68,14,Yes,4,1,2,9,1
427,Operations,Female,58,Master,28,Engineer,52551.45,60,No,4,4,4,20,1
428,Finance,Male,24,High School,22,Manager,75620.82,77,No,4,2,4,27,0
429,Marketing,Female,30,PhD,22,Engineer,46983.38,61,No,4,2,1,1,0
430,Marketing,Female,43,Master,28,Consultant,25416.87,9,No,3,1,3,3,0
431,Sales,Male,39,Bachelor,18,Analyst,37141.8,83,Yes,2,2,5,29,0
432,Operations,Male,59,Bachelor,24,Engineer,69420.8,1,No,2,2,4,5,0
433,HR,Female,29,Master,21,Analyst,121498.48,63,Yes,1,2,5,18,0
434,Operations,Male,41,High School,23,Engineer,59973.61,39,Yes,1,1,5,19,0
435,Marketing,Male,43,Master,9,Executive,29648.2,3,No,3,2,3,26,0
436,HR,Female,36,Master,12,Analyst,101505.76,97,No,1,3,5,19,1
437,Sales,Female,59,PhD,20,Manager,95348.26,37,No,1,2,2,16,0
438,IT,Female,45,Bachelor,3,Manager,27002.3,42,No,1,2,3,23,0
439,Marketing,Female,30,High School,15,Executive,87471.42,86,No,1,2,2,4,1
440,Finance,Female,53,PhD,18,Consultant,118051.95,29,Yes,2,3,4,26,0
441,Operations,Female,26,Bachelor,24,Consultant,39905.93,99,No,3,2,5,12,1
442,IT,Male,48,PhD,0,Engineer,39735.62,29,Yes,4,3,4,12,1
443,IT,Male,44,Bachelor,2,Executive,132414.64,54,Yes,2,1,5,28,0
444,Operations,Male,26,PhD,7,Executive,131222.31,42,No,2,3,3,2,1
445,Sales,Male,28,PhD,15,Analyst,149348.35,35,Yes,4,1,2,7,0
446,Finance,Female,53,PhD,20,Analyst,24514.74,5,Yes,2,2,3,24,0
447,HR,Male,43,PhD,0,Consultant,88478.5,37,Yes,3,3,4,21,0
448,Operations,Male,58,Master,9,Manager,73439.79,61,Yes,2,3,5,4,0
449,Sales,Female,46,PhD,18,Analyst,143562.89,62,No,1,4,4,21,0
450,Operations,Male,52,PhD,9,Engineer,38098.01,66,No,2,1,1,0,0
451,Sales,Female,23,PhD,26,Executive,138837.71,58,No,3,2,3,1,0
452,Operations,Female,35,High School,9,Analyst,44120.3,8,No,4,2,3,28,1
453,Marketing,Male,28,Bachelor,5,Manager,111308.31,84,No,2,1,2,5,0
454,Marketing,Female,43,Bachelor,24,Executive,36245.13,94,Yes,2,1,3,10,0
455,Sales,Male,43,PhD,18,Consultant,138411.49,72,No,1,3,5,9,0
456,IT,Female,54,PhD,3,Manager,82961.73,77,No,4,2,3,18,0
457,Sales,Female,27,Master,15,Consultant,89148.41,1,Yes,2,2,5,27,0
458,Marketing,Male,38,Bachelor,4,Analyst,30849.0,95,No,3,4,4,29,0
459,Marketing,Male,52,Master,7,Manager,53561.18,97,No,2,1,3,12,0
460,IT,Male,39,Bachelor,29,Consultant,147013.83,97,No,2,4,3,3,0
461,IT,Female,57,Master,21,Executive,88708.67,12,No,2,1,3,23,0
462,Sales,Male,35,Master,14,Manager,99147.82,81,No,4,3,3,27,0
463,IT,Male,51,Master,26,Manager,49459.77,18,No,4,1,5,0,0
464,HR,Female,54,Master,8,Manager,130632.66,1,Yes,4,3,3,10,0
465,Finance,Female,25,Master,15,Analyst,83235.7,58,Yes,2,4,5,8,0
466,IT,Male,59,High School,16,Consultant,135081.47,21,No,4,2,2,25,1
467,Finance,Female,47,Bachelor,5,Executive,112265.0,32,No,4,4,5,29,1
468,Sales,Female,21,High School,27,Engineer,98201.51,67,Yes,1,1,4,4,0
469,HR,Male,36,Bachelor,21,Consultant,105010.51,95,No,1,1,3,27,0
470,Marketing,Male,38,Bachelor,6,Engineer,113036.81,9,Yes,1,1,1,19,1
471,HR,Male,24,PhD,4,Executive,129447.54,21,No,1,2,1,11,0
472,Finance,Male,47,Master,3,Manager,130401.45,71,No,4,3,1,28,0
473,IT,Female,22,Master,13,Analyst,137076.01,60,Yes,1,2,4,1,0
474,Operations,Male,59,PhD,9,Engineer,91280.8,27,Yes,2,1,2,2,0
475,Sales,Male,57,PhD,5,Engineer,62914.3,29,No,2,2,2,3,1
476,IT,Female,49,PhD,1,Consultant,21673.33,55,No,3,2,5,11,0
477,HR,Female,53,PhD,2,Manager,32308.95,52,Yes,3,2,5,27,1
478,Sales,Female,53,Bachelor,19,Engineer,135230.85,71,No,4,3,4,7,0
479,Sales,Female,29,Master,7,Consultant,114058.36,94,No,3,3,1,4,0
480,HR,Male,45,Bachelor,12,Analyst,44847.97,23,No,3,2,2,25,0
481,Sales,Male,58,PhD,6,Analyst,26151.01,32,No,1,3,1,14,0
482,HR,Female,46,PhD,25,Engineer,122755.72,50,No,1,2,2,17,0
483,Sales,Male,53,PhD,11,Manager,78317.64,16,No,4,3,4,12,0
484,Operations,Male,40,High School,10,Executive,101770.18,35,No,2,4,1,1,0
485,Marketing,Female,32,High School,18,Executive,108360.21,42,Yes,2,2,3,5,0
486,Marketing,Female,45,PhD,0,Executive,58949.03,67,Yes,1,4,2,2,0
487,Sales,Female,59,PhD,25,Consultant,116653.88,98,Yes,3,1,5,5,0
488,Marketing,Male,23,High School,25,Engineer,125530.83,50,No,4,1,4,4,0
489,IT,Female,50,Bachelor,24,Executive,59943.26,0,No,3,2,3,15,1
490,IT,Male,54,Bachelor,10,Engineer,127517.66,45,No,1,2,2,13,0
491,HR,Female,59,Bachelor,15,Manager,30043.13,44,No,3,2,3,3,0
492,Marketing,Male,44,Bachelor,6,Engineer,44798.25,50,No,1,3,2,10,0
493,Operations,Female,36,Master,18,Analyst,107871.01,16,Yes,3,2,2,27,0
494,HR,Male,47,PhD,0,Consultant,109516.06,10,No,4,3,3,19,0
495,Operations,Female,23,PhD,15,Analyst,64510.69,16,No,3,4,1,21,0
496,Sales,Male,30,PhD,5,Executive,38367.93,74,No,4,1,1,14,0
497,Marketing,Male,21,PhD,12,Analyst,23425.17,56,Yes,3,3,2,16,0
498,Marketing,Female,27,PhD,3,Engineer,69671.78,65,No,3,1,5,26,0
499,Finance,Male,26,Master,9,Analyst,26412.49,96,No,4,1,4,6,0
500,HR,Female,32,High School,12,Manager,123638.51,42,Yes,2,3,2,19,0
501,HR,Female,57,PhD,11,Engineer,135529.53,40,Yes,1,3,3,2,1
502,IT,Male,53,Bachelor,6,Analyst,84207.68,18,No,1,2,3,16,0
503,HR,Male,58,Bachelor,16,Executive,87639.8,73,Yes,3,2,3,17,0
504,HR,Male,39,Bachelor,5,Executive,54202.17,99,No,2,2,2,14,1
505,Sales,Female,34,PhD,14,Executive,111300.35,29,No,4,1,1,7,0
506,IT,Male,39,High School,4,Consultant,27359.16,79,Yes,1,2,2,5,0
507,Marketing,Female,27,Master,2,Manager,74895.88,13,No,2,1,2,17,0
508,IT,Female,42,Bachelor,6,Engineer,22978.34,18,No,1,4,3,11,0
509,Marketing,Male,30,PhD,11,Engineer,77393.04,64,No,4,3,1,24,0
510,Marketing,Female,53,PhD,15,Analyst,76947.11,81,Yes,3,4,1,28,0
511,Marketing,Male,38,Master,24,Consultant,148504.07,32,No,3,4,3,23,0
512,Finance,Male,44,High School,1,Engineer,59699.69,31,No,4,2,5,17,1
513,Finance,Male,35,PhD,11,Executive,50274.27,73,No,3,1,2,13,1
514,Finance,Female,38,Bachelor,13,Engineer,130940.51,26,No,2,3,2,16,0
515,Sales,Female,43,High School,19,Consultant,96785.57,73,Yes,4,2,5,24,0
516,Operations,Female,44,PhD,7,Executive,95565.26,52,No,2,4,5,27,0
517,Operations,Male,44,High School,19,Executive,111596.36,72,No,1,4,3,22,0
518,Sales,Female,52,Master,20,Consultant,56305.88,80,Yes,1,1,3,8,1
519,Operations,Male,21,High School,19,Analyst,121436.64,48,No,2,2,2,10,0
520,IT,Female,56,Master,18,Executive,104199.48,72,No,1,1,1,3,0
521,HR,Male,42,PhD,5,Executive,24766.55,15,No,1,4,3,18,0
522,IT,Male,39,High School,12,Executive,102122.06,77,No,1,1,5,11,0
523,Finance,Female,22,Bachelor,22,Consultant,93009.54,24,No,1,3,3,9,1
524,Sales,Male,22,Master,15,Executive,57182.82,69,No,4,3,5,14,0
525,Marketing,Female,33,Bachelor,22,Analyst,43882.76,34,No,3,4,1,0,0
526,Operations,Male,22,PhD,28,Analyst,101380.52,29,No,3,3,1,28,0
527,Sales,Male,48,PhD,13,Engineer,55216.06,36,No,4,4,3,27,0
528,Sales,Female,37,Bachelor,7,Manager,95133.8,25,Yes,4,1,3,21,0
529,IT,Female,33,PhD,5,Engineer,136999.38,14,No,4,4,4,9,1
530,Sales,Male,42,PhD,14,Consultant,102479.01,49,No,1,2,4,23,0
531,Marketing,Male,44,PhD,13,Engineer,80999.58,10,No,1,3,5,19,0
532,HR,Male,50,High School,23,Executive,55954.95,98,No,3,3,1,25,0
533,Marketing,Male,36,PhD,27,Consultant,97681.52,33,No,4,3,3,6,1
534,HR,Male,22,Master,12,Analyst,52729.24,14,Yes,3,1,5,6,1
535,Marketing,Female,27,Master,10,Manager,36754.52,94,No,1,1,4,24,0
536,Finance,Female,21,Bachelor,8,Executive,136307.74,86,No,3,2,5,19,0
537,IT,Female,39,Bachelor,7,Analyst,136451.72,22,Yes,4,2,5,1,0
538,Sales,Male,50,High School,18,Consultant,94695.01,71,No,2,3,4,15,1
539,Marketing,Male,37,Master,13,Executive,135819.28,34,Yes,3,4,5,20,0
540,Operations,Male,54,PhD,2,Manager,104556.97,33,Yes,3,4,5,0,0
541,IT,Female,25,Bachelor,6,Analyst,75748.3,51,Yes,4,4,3,26,1
542,HR,Female,53,High School,17,Consultant,116083.75,80,Yes,1,3,3,29,0
543,IT,Male,51,High School,28,Manager,104357.94,58,Yes,1,4,3,28,0
544,Marketing,Female,50,Master,10,Executive,51272.64,86,No,3,2,1,14,0
545,Marketing,Female,56,PhD,27,Manager,47316.01,96,Yes,3,2,5,6,0
546,IT,Male,58,PhD,27,Consultant,117638.0,8,Yes,2,4,2,6,0
547,Finance,Male,46,High School,22,Manager,106232.1,13,No,3,2,1,25,0
548,Finance,Male,56,Bachelor,5,Manager,148344.1,80,No,4,2,1,2,0
549,Finance,Male,52,Bachelor,19,Manager,124167.65,5,No,2,3,2,18,0
550,Marketing,Male,59,Bachelor,27,Manager,78313.61,30,Yes,4,4,5,2,0
551,Finance,Female,41,Master,4,Manager,109488.78,77,Yes,2,1,2,0,0
552,IT,Male,33,Bachelor,14,Analyst,95309.15,86,No,1,3,2,18,0
553,HR,Male,54,High School,1,Manager,87106.19,7,Yes,1,4,2,6,0
554,Operations,Female,34,High School,23,Engineer,59765.16,79,No,3,4,3,1,0
555,HR,Male,51,Master,13,Executive,95743.77,54,No,3,2,3,2,0
556,Marketing,Female,57,PhD,1,Executive,78315.15,17,No,3,4,5,12,0
557,IT,Female,41,High School,2,Manager,81530.39,93,No,1,1,1,29,0
558,Finance,Female,34,Bachelor,15,Engineer,92493.75,24,No,4,3,5,9,0
559,Sales,Female,52,Bachelor,27,Analyst,144529.44,45,No,3,3,3,18,1
560,Sales,Female,21,Bachelor,25,Engineer,101329.4,37,No,4,4,5,23,0
561,Sales,Male,42,Bachelor,6,Consultant,117254.16,64,No,2,2,5,2,0
562,HR,Male,38,PhD,21,Executive,63459.6,61,No,1,1,1,25,0
563,Operations,Male,35,Master,16,Executive,83365.31,19,Yes,2,2,4,6,0
564,HR,Male,21,Master,22,Analyst,32231.69,3,No,4,2,2,18,0
565,Sales,Male,59,Bachelor,2,Manager,30154.48,46,No,1,4,1,11,0
566,HR,Female,54,Master,4,Executive,96100.95,74,No,3,4,2,27,0
567,Sales,Male,43,PhD,8,Manager,64606.97,4,No,3,2,3,6,0
568,Operations,Male,57,High School,19,Consultant,78247.14,15,No,4,3,1,22,1
569,Sales,Male,36,PhD,2,Engineer,43384.75,67,Yes,2,4,3,20,0
570,Operations,Female,27,Bachelor,14,Analyst,53772.92,90,No,1,3,5,14,0
571,Marketing,Female,37,Master,4,Executive,48969.95,0,No,1,2,5,20,0
572,Finance,Female,36,PhD,9,Manager,50505.31,96,No,4,2,5,22,0
573,Marketing,Male,28,Bachelor,24,Analyst,132873.43,42,No,2,2,1,11,0
574,Marketing,Female,44,Bachelor,16,Manager,28238.74,75,No,3,1,1,19,0
575,HR,Male,26,Bachelor,3,Consultant,40454.42,42,No,4,4,5,15,0
576,Finance,Male,37,Bachelor,21,Consultant,63345.62,59,No,3,4,1,15,0
577,Finance,Male,28,Master,5,Manager,66011.75,38,Yes,1,3,2,1,0
578,Finance,Female,34,High School,14,Manager,132739.17,14,No,1,1,4,26,0
579,Sales,Male,43,Bachelor,1,Manager,104946.91,16,No,3,4,2,11,0
580,HR,Female,21,Bachelor,21,Executive,111842.77,76,No,4,2,3,20,0
581,HR,Female,35,Master,18,Executive,89725.86,24,Yes,4,1,1,10,0
582,Marketing,Female,54,High School,5,Executive,109912.97,62,Yes,1,4,1,21,0
583,Sales,Female,44,High School,4,Analyst,25299.43,14,No,3,2,1,14,0
584,Operations,Male,38,Bachelor,18,Executive,116736.28,10,No,4,1,2,6,0
585,Marketing,Male,36,PhD,21,Executive,33102.76,23,Yes,4,2,1,22,0
586,IT,Male,54,Bachelor,15,Executive,80717.05,61,Yes,2,2,4,3,0
587,IT,Female,26,High School,2,Analyst,31779.43,37,Yes,3,4,1,10,0
588,Marketing,Female,24,Master,19,Engineer,90778.45,78,No,2,1,3,25,0
589,Finance,Female,35,Bachelor,11,Engineer,91488.02,4,No,1,4,4,11,0
590,Marketing,Male,55,Master,15,Manager,63480.91,28,No,4,4,4,1,0
591,HR,Female,25,Bachelor,16,Engineer,125293.15,8,No,3,1,2,21,0
592,Marketing,Male,39,Bachelor,4,Consultant,111667.34,45,Yes,1,2,5,16,0
593,Finance,Male,28,Master,17,Manager,97233.2,70,Yes,4,1,4,2,0
594,Operations,Female,53,Bachelor,8,Executive,70312.62,28,No,3,2,4,16,1
595,Marketing,Female,53,Master,19,Manager,96173.06,24,Yes,4,1,4,19,1
596,Finance,Female,24,Bachelor,9,Engineer,22704.64,16,No,2,1,2,1,0
597,IT,Male,53,Master,9,Executive,145036.0,55,No,4,4,4,14,0
598,HR,Male,24,Master,9,Analyst,130854.06,53,No,1,3,5,4,0
599,IT,Male,29,PhD,5,Consultant,46032.38,80,No,1,3,3,25,0
600,IT,Male,45,Master,12,Consultant,47117.66,73,No,4,4,4,11,0
601,Sales,Female,43,Bachelor,27,Manager,30429.67,15,No,1,2,4,19,0
602,HR,Female,31,PhD,28,Engineer,55619.34,94,No,2,4,4,11,1
603,HR,Male,43,Master,9,Manager,109957.47,10,Yes,4,2,2,19,0
604,Sales,Male,58,Master,27,Consultant,77463.42,58,No,2,4,5,5,0
605,Marketing,Male,31,Bachelor,21,Engineer,29362.75,25,No,2,1,1,29,0
606,Operations,Male,32,High School,24,Manager,82295.28,64,No,4,4,5,17,0
607,HR,Male,49,PhD,5,Executive,140673.28,61,No,4,4,4,4,0
608,Marketing,Male,52,PhD,11,Manager,125403.44,12,No,4,1,5,24,0
609,Finance,Male,56,High School,23,Consultant,54782.18,62,Yes,3,2,5,2,0
610,Operations,Female,38,PhD,15,Manager,64626.34,57,No,3,4,2,24,0
611,Sales,Female,36,PhD,6,Executive,60634.15,67,No,4,2,1,3,0
612,Finance,Female,57,PhD,17,Executive,89663.26,1,No,4,2,4,9,0
613,Finance,Male,25,High School,27,Analyst,149125.12,84,No,3,2,2,19,0
614,Sales,Male,28,PhD,0,Analyst,64724.21,70,Yes,4,3,3,7,0
615,Operations,Female,40,PhD,9,Engineer,65655.82,47,No,4,1,3,26,0
616,Finance,Female,29,PhD,19,Analyst,103241.39,1,No,4,4,3,25,0
617,Operations,Male,38,Bachelor,20,Engineer,87345.54,95,No,2,4,4,24,1
618,Sales,Male,32,High School,6,Manager,56912.44,18,No,4,4,5,25,0
619,Finance,Female,45,Bachelor,18,Consultant,36343.57,9,No,2,2,5,18,0
620,Operations,Female,53,Master,7,Consultant,124031.46,55,No,1,1,3,2,0
621,HR,Female,38,PhD,1,Engineer,82911.21,71,Yes,3,2,2,20,0
622,Finance,Male,22,Bachelor,25,Engineer,78118.36,19,Yes,1,3,1,7,0
623,Finance,Female,55,PhD,26,Engineer,107190.13,6,No,3,4,5,3,0
624,Operations,Female,58,PhD,5,Manager,107060.05,44,No,4,1,1,12,1
625,Marketing,Male,31,Master,28,Executive,87009.93,58,No,1,3,3,0,0
626,Finance,Male,44,High School,13,Engineer,37104.43,85,No,3,4,3,1,0
627,IT,Female,39,Master,25,Manager,39821.79,38,No,1,4,4,24,0
628,Sales,Male,57,PhD,18,Consultant,53708.78,33,No,1,2,4,10,1
629,Finance,Female,35,Master,29,Analyst,148930.16,76,Yes,1,4,4,22,0
630,Sales,Male,45,PhD,25,Analyst,43747.45,1,No,4,1,4,10,1
631,Marketing,Female,24,Master,27,Consultant,27325.72,93,No,3,4,5,19,0
632,Sales,Male,55,PhD,18,Manager,80530.67,76,No,2,4,5,1,1
633,HR,Female,53,PhD,23,Engineer,108851.09,52,No,1,4,1,12,0
634,Operations,Female,58,High School,26,Analyst,89043.4,48,No,4,4,1,28,0
635,HR,Female,32,High School,16,Executive,128261.75,55,No,4,4,4,4,0
636,Finance,Female,40,Bachelor,26,Engineer,26694.36,52,Yes,1,2,5,24,1
637,Marketing,Female,48,High School,9,Engineer,29069.23,83,No,4,4,3,3,0
638,HR,Female,34,Bachelor,27,Executive,116817.17,26,Yes,3,2,1,13,0
639,Operations,Female,27,PhD,24,Manager,97483.96,46,No,1,4,3,13,1
640,Finance,Male,32,Master,20,Executive,79163.71,57,No,2,3,5,11,0
641,IT,Male,57,Master,26,Analyst,96069.18,87,No,2,3,2,9,0
642,Sales,Male,48,PhD,3,Manager,108901.43,90,Yes,4,2,1,22,1
643,Finance,Male,50,PhD,2,Manager,40263.94,25,No,3,2,5,9,1
644,Finance,Female,55,High School,5,Consultant,143778.43,29,Yes,2,4,2,17,0
645,Finance,Male,49,Bachelor,19,Consultant,144247.1,27,Yes,2,3,1,27,0
646,IT,Female,44,Bachelor,20,Consultant,32927.85,38,Yes,1,4,3,12,0
647,Finance,Male,35,PhD,7,Engineer,87805.11,92,No,4,4,1,14,0
648,Sales,Female,46,High School,2,Consultant,55139.78,60,No,2,2,4,16,0
649,Sales,Male,56,High School,17,Executive,62453.39,36,No,2,1,4,3,0
650,Finance,Female,42,PhD,26,Engineer,84077.75,91,No,2,4,2,22,0
651,Operations,Male,32,PhD,17,Consultant,103918.68,89,Yes,1,2,5,3,1
652,Marketing,Female,52,Bachelor,16,Executive,51628.19,97,No,3,2,1,1,0
653,Operations,Male,52,Master,5,Engineer,145192.18,51,No,1,3,4,18,0
654,HR,Female,36,Bachelor,11,Engineer,117569.91,22,No,1,2,5,6,0
655,Finance,Female,21,Master,18,Engineer,42537.85,56,No,2,4,2,14,0
656,Operations,Female,35,PhD,22,Engineer,125860.3,20,No,4,3,3,28,0
657,IT,Female,40,High School,11,Engineer,106466.85,75,No,3,1,1,23,0
658,HR,Male,21,PhD,21,Executive,140516.94,25,Yes,2,3,3,27,0
659,Sales,Female,22,PhD,26,Consultant,137101.95,87,Yes,2,3,2,13,0
660,IT,Male,34,PhD,19,Engineer,144001.11,81,No,1,1,3,5,0
661,Marketing,Female,58,PhD,7,Manager,58611.98,79,Yes,4,4,4,4,1
662,HR,Female,44,PhD,9,Consultant,76303.01,71,No,4,1,4,12,0
663,IT,Female,50,Master,23,Consultant,134061.27,50,No,4,2,1,9,0
664,HR,Male,25,Master,1,Analyst,68626.84,53,No,2,3,2,10,0
665,Marketing,Male,33,Master,19,Analyst,32917.06,6,Yes,2,3,1,23,0
666,Operations,Female,38,PhD,2,Engineer,111831.49,18,No,1,3,5,2,0
667,Operations,Female,24,High School,7,Engineer,95679.77,79,No,2,1,5,8,1
668,HR,Male,37,Bachelor,1,Analyst,108012.83,22,No,4,2,5,22,0
669,Finance,Male,57,PhD,5,Analyst,34229.88,46,No,3,3,4,13,0
670,Sales,Male,57,Master,21,Engineer,106325.6,35,Yes,1,2,1,1,0
671,Sales,Male,22,Bachelor,21,Consultant,79757.9,71,No,3,2,4,13,0
